### DATA:
#
# 63
#      Q             I(Q)           Error     
1.62214394E-01  5.96697861E-03  3.70278880E-05
1.71253087E-01  5.42638946E-03  3.84378157E-05
1.80291778E-01  4.84506991E-03  3.50099677E-05
1.90535630E-01  4.32808329E-03  3.20895955E-05
2.01382060E-01  3.87935750E-03  3.11904866E-05
2.12228491E-01  3.49579569E-03  3.08867264E-05
2.23677501E-01  3.10689967E-03  2.85225021E-05
2.36331670E-01  2.80382521E-03  2.79619718E-05
2.49588418E-01  2.53166292E-03  2.85823042E-05
2.63447746E-01  2.24844230E-03  2.73372297E-05
2.78512233E-01  1.97820110E-03  2.75932296E-05
2.94179299E-01  1.77074734E-03  2.79234732E-05
3.10448945E-01  1.60276956E-03  2.72485376E-05


### HEADER:
#
#{
#    "analysis": {
#        "guinier": {
#            "I0": "0.04587322423873008",
#            "I0_autorg_err": -1,
#            "I0_err": 9.968272560301081e-05,
#            "I0_est_err": 7.561212082600489e-05,
#            "I0_fit_err": 9.968272560301081e-05,
#            "Rg": "21.668932194886843",
#            "Rg_autorg_err": -1,
#            "Rg_err": 0.10056873441748253,
#            "Rg_est_err": 0.10056873441748253,
#            "Rg_fit_err": 0.08111467164709094,
#            "nEnd": 33,
#            "nStart": 3,
#            "qEnd": "0.05737",
#            "qRg_max": "1.2430505588918594",
#            "qRg_min": "0.23764201792655837",
#            "qStart": "0.01097",
#            "rsq": "0.9976367536306308"
#        }
#    },
#    "calibration_params": {
#        "Beam_Center_X": 1093.0,
#        "Beam_Center_Y": 2069.0,
#        "Detector Tilt": 0.0,
#        "Detector Tilt Plane Rotation": 0.0,
#        "Detector_X_Pixel_Size": 75.0,
#        "Detector_Y_Pixel_Size": 75.0,
#        "Integration Method": "nosplit_csr",
#        "Radial_Average_Method": "pyFAI",
#        "Sample-to-detector distance (mm)": 1781.0,
#        "Wavelength (A)": 1.0937797326179362
#    },
#    "config_file": "/nfs/chess/daq/2024-1/id7a/Pollack_02_02_24/SAXS_02_02_24.cfg",
#    "counters": {
#        "I1": "0",
#        "I2": "0",
#        "I3": "0",
#        "Seconds": "1"
#    },
#    "filename": "A600_0S.dat",
#    "history": {
#        "log_binning": {
#            "final_points": 72,
#            "initial_file": [
#                "R_rA30 250uM, 600mM NaCl.dat",
#                {
#                    "linear_binning": {
#                        "final_points": 362,
#                        "initial_file": [
#                            "rA30 250uM, 600mM NaCl",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "A_RNAPR30_0sucrose_4_data_000001_00001",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000001_00001.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000002_00002.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000003_00003.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000004_00004.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000005_00005.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000006_00006.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000007_00007.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000008_00008.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000009_00009.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000010_00010.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000011_00011.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000012_00012.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000013_00013.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000014_00014.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000015_00015.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000016_00016.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000017_00017.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000018_00018.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000019_00019.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000020_00020.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000021_00021.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000022_00022.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000023_00023.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000024_00024.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000025_00025.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000026_00026.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000027_00027.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000028_00028.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000029_00029.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_4_data_000030_00030.h5"
#                                                ]
#                                            ]
#                                        }
#                                    ],
#                                    "subtracted_file": [
#                                        "A_RNAPR30_0sucrose_3_data_000001_00001",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000001_00001.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000002_00002.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000003_00003.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000004_00004.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000005_00005.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000006_00006.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000007_00007.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000008_00008.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000009_00009.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000010_00010.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000011_00011.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000012_00012.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000013_00013.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000014_00014.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000015_00015.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000016_00016.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000017_00017.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000018_00018.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000019_00019.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000020_00020.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000021_00021.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000022_00022.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000023_00023.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000024_00024.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000025_00025.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000026_00026.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000027_00027.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000028_00028.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000029_00029.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000030_00030.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000031_00031.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000032_00032.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000033_00033.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000034_00034.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000035_00035.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000036_00036.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000037_00037.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000038_00038.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000039_00039.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000040_00040.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000041_00041.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000042_00042.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000043_00043.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000044_00044.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000045_00045.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000046_00046.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000047_00047.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000048_00048.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000049_00049.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000050_00050.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000051_00051.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_0sucrose_3_data_000054_00054.h5"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "initial_points": 1811
#                    }
#                }
#            ],
#            "initial_points": 362
#        }
#    },
#    "normalizations": {
#        "Absolute_scale": {
#            "Absolute_scale_factor": 0.014636799358749463,
#            "Method": "Water"
#        },
#        "Counter_norms": [
#            [
#                "/",
#                "diode/150000"
#            ]
#        ],
#        "Polarization": {
#            "Used": false
#        },
#        "Solid_Angle_Correction": "On"
#    },
#    "raw_version": "2.2.1",
#    "unit": ""
#}

