### DATA:
#
# 362
#      Q             I(Q)           Error     
5.43526686E-02  5.50791174E-03  2.57429457E-04
5.55578275E-02  5.41185886E-03  2.55383947E-04
5.67629865E-02  5.53952456E-03  2.53607868E-04
5.79681454E-02  5.50456792E-03  2.50804657E-04
5.91733044E-02  5.13526797E-03  2.48724525E-04
6.03784633E-02  4.95198369E-03  2.47263722E-04
6.15836223E-02  5.18428981E-03  2.45250226E-04
6.27887812E-02  5.09206355E-03  2.42538075E-04
6.39939402E-02  5.07749319E-03  2.41074548E-04
6.51990991E-02  4.71698642E-03  2.39408202E-04
6.64042581E-02  4.97503877E-03  2.37929774E-04
6.76094170E-02  4.80945706E-03  2.35393085E-04
6.88145760E-02  4.67343181E-03  2.33853469E-04
7.00197349E-02  4.42157388E-03  2.32306775E-04
7.12248939E-02  4.90055978E-03  2.30864179E-04
7.24300528E-02  4.36728299E-03  2.29071220E-04
7.36352118E-02  4.62453365E-03  2.27449811E-04
7.48403707E-02  4.47849482E-03  2.25429656E-04
7.60455297E-02  4.37781662E-03  2.24951794E-04
7.72506886E-02  4.15638536E-03  2.22017895E-04
7.84558476E-02  4.25535142E-03  2.20748177E-04
7.96610065E-02  4.32433188E-03  2.19618389E-04
8.08661655E-02  3.67896706E-03  2.18118331E-04
8.20713244E-02  4.03209031E-03  2.17643357E-04
8.32764834E-02  3.76921445E-03  2.15318031E-04
8.44816423E-02  3.97286266E-03  2.14190199E-04
8.56868013E-02  3.83817554E-03  2.12899619E-04
8.68919602E-02  3.48737538E-03  2.11655814E-04
8.80971192E-02  3.80445123E-03  2.10444117E-04
8.93022781E-02  3.77187133E-03  2.09048018E-04
9.05074371E-02  3.65541875E-03  2.08006753E-04
9.17125960E-02  3.59863490E-03  2.06920318E-04
9.29177550E-02  3.60512286E-03  2.05269805E-04
9.41229139E-02  3.58271897E-03  2.04296596E-04
9.53280729E-02  3.62359285E-03  2.03387043E-04
9.65332318E-02  3.49953920E-03  2.02124543E-04
9.77383908E-02  3.45699787E-03  2.01197760E-04
9.89435497E-02  3.16848457E-03  1.99719612E-04
1.00148709E-01  3.17616016E-03  1.99228921E-04
1.01353868E-01  3.27386409E-03  2.04113079E-04
1.02559027E-01  3.17358822E-03  2.07245094E-04
1.03764186E-01  3.55282426E-03  2.09975010E-04
1.04969344E-01  3.24878842E-03  2.11395253E-04
1.06174503E-01  3.27828079E-03  2.13197176E-04
1.07379662E-01  3.01912278E-03  2.14375113E-04
1.08584821E-01  2.86105871E-03  2.15759757E-04
1.09789980E-01  3.06784958E-03  2.13496666E-04
1.10995139E-01  2.83919424E-03  2.07371055E-04
1.12200298E-01  3.00389230E-03  2.03629164E-04
1.13405457E-01  2.67496705E-03  2.01346073E-04
1.14610616E-01  2.99953520E-03  1.99244637E-04
1.15815775E-01  2.65942216E-03  1.97236729E-04
1.17020934E-01  2.74043679E-03  1.95921096E-04
1.18226093E-01  2.98997164E-03  1.94170570E-04
1.19431252E-01  2.31276453E-03  1.92534633E-04
1.20636411E-01  2.58588344E-03  1.91483635E-04
1.21841570E-01  2.43252218E-03  1.90500997E-04
1.23046729E-01  2.22962350E-03  1.89025607E-04
1.24251888E-01  2.27488428E-03  1.87741045E-04
1.25457047E-01  2.66524702E-03  1.86847500E-04
1.26662206E-01  2.14690119E-03  1.85640680E-04
1.27867364E-01  2.70452201E-03  1.84609275E-04
1.29072523E-01  2.24039406E-03  1.83342991E-04
1.30277682E-01  2.22791582E-03  1.82846165E-04
1.31482841E-01  2.09143907E-03  1.81977043E-04
1.32688000E-01  2.05185413E-03  1.81363942E-04
1.33893159E-01  1.97772831E-03  1.80345029E-04
1.35098318E-01  2.18929797E-03  1.78833934E-04
1.36303477E-01  2.00204998E-03  1.78240123E-04
1.37508636E-01  2.35528052E-03  1.77628815E-04
1.38713795E-01  1.94823593E-03  1.76220119E-04
1.39918954E-01  1.82195455E-03  1.75513013E-04
1.41124113E-01  2.03353018E-03  1.74784823E-04
1.42329272E-01  1.52514577E-03  1.74069463E-04
1.43534431E-01  1.86881572E-03  1.72956241E-04
1.44739590E-01  1.78127885E-03  1.72350847E-04
1.45944749E-01  1.64070427E-03  1.71865569E-04
1.47149908E-01  1.88057721E-03  1.71153038E-04
1.48355067E-01  1.65059566E-03  1.70022971E-04
1.49560226E-01  1.80572867E-03  1.69678219E-04
1.50765385E-01  1.67029798E-03  1.68775953E-04
1.51970543E-01  1.47384256E-03  1.68308534E-04
1.53175702E-01  1.73780024E-03  1.67337444E-04
1.54380861E-01  1.64349228E-03  1.66867790E-04
1.55586020E-01  1.51335895E-03  1.66006305E-04
1.56791179E-01  1.44767016E-03  1.65777025E-04
1.57996338E-01  1.72960907E-03  1.64872059E-04
1.59201497E-01  1.46863163E-03  1.63919502E-04
1.60406656E-01  1.16016865E-03  1.63361838E-04
1.61611815E-01  1.34820342E-03  1.63020939E-04
1.62816974E-01  1.23131871E-03  1.62327930E-04
1.64022133E-01  1.31460130E-03  1.61486887E-04
1.65227292E-01  1.37318671E-03  1.61203893E-04
1.66432451E-01  1.34477913E-03  1.60616031E-04
1.67637610E-01  1.18932277E-03  1.59807154E-04
1.68842769E-01  1.40107125E-03  1.59267569E-04
1.70047928E-01  1.16980225E-03  1.58629229E-04
1.71253087E-01  1.07448101E-03  1.57936965E-04
1.72458246E-01  1.29023343E-03  1.57247472E-04
1.73663405E-01  1.27275735E-03  1.57023768E-04
1.74868563E-01  1.02401972E-03  1.56101107E-04
1.76073722E-01  1.15504563E-03  1.55697647E-04
1.77278881E-01  1.25447661E-03  1.55205280E-04
1.78484040E-01  1.01945847E-03  1.54611678E-04
1.79689199E-01  1.04392767E-03  1.54302653E-04
1.80894358E-01  1.13399327E-03  1.53734558E-04
1.82099517E-01  1.18020922E-03  1.53242797E-04
1.83304676E-01  1.12979412E-03  1.52649439E-04
1.84509835E-01  1.20471269E-03  1.52172241E-04
1.85714994E-01  1.07582957E-03  1.51696149E-04
1.86920153E-01  8.57305527E-04  1.51412422E-04
1.88125312E-01  1.12172067E-03  1.50766503E-04
1.89330471E-01  9.41307843E-04  1.50229142E-04
1.90535630E-01  9.45425034E-04  1.49596855E-04
1.91740789E-01  1.23947263E-03  1.49098225E-04
1.92945948E-01  8.40240717E-04  1.48806884E-04
1.94151107E-01  1.06516629E-03  1.48190488E-04
1.95356266E-01  5.50128520E-04  1.47770718E-04
1.96561425E-01  8.41657817E-04  1.47347245E-04
1.97766584E-01  7.79847801E-04  1.47037022E-04
1.98971742E-01  6.45187497E-04  1.46290392E-04
2.00176901E-01  7.32797384E-04  1.45900331E-04
2.01382060E-01  7.59133697E-04  1.45650934E-04
2.02587219E-01  9.26476717E-04  1.44816027E-04
2.03792378E-01  7.49352574E-04  1.44734140E-04
2.04997537E-01  5.27891517E-04  1.44382881E-04
2.06202696E-01  1.02832615E-03  1.44115963E-04
2.07407855E-01  7.15363026E-04  1.45850109E-04
2.08613014E-01  9.02269781E-04  1.45525346E-04
2.09818173E-01  7.20393658E-04  1.45143340E-04
2.11023332E-01  5.68722188E-04  1.44728983E-04
2.12228491E-01  7.15406239E-04  1.44267303E-04
2.13433650E-01  8.02417099E-04  1.43817335E-04
2.14638809E-01  6.43362105E-04  1.43245654E-04
2.15843968E-01  7.12059438E-04  1.42914918E-04
2.17049127E-01  3.67400050E-04  1.42364355E-04
2.18254286E-01  6.54670596E-04  1.42218871E-04
2.19459445E-01  6.73033297E-04  1.41736830E-04
2.20664604E-01  6.57095015E-04  1.41468667E-04
2.21869762E-01  5.62633574E-04  1.40867557E-04
2.23074921E-01  6.87834620E-04  1.40498555E-04
2.24280080E-01  6.19465113E-04  1.40284456E-04
2.25485239E-01  5.68862259E-04  1.39753777E-04
2.26690398E-01  6.55221939E-04  1.39609654E-04
2.27895557E-01  4.87396121E-04  1.38975354E-04
2.29100716E-01  8.29304755E-04  1.38632650E-04
2.30305875E-01  5.91549277E-04  1.38288084E-04
2.31511034E-01  4.72109020E-04  1.37956184E-04
2.32716193E-01  4.29114699E-04  1.37576705E-04
2.33921352E-01  6.58592582E-04  1.37501326E-04
2.35126511E-01  7.40857422E-04  1.39214750E-04
2.36331670E-01  4.42397594E-04  1.42026623E-04
2.37536829E-01  7.63760507E-04  1.46941422E-04
2.38741988E-01  5.49587607E-04  1.49228750E-04
2.39947147E-01  4.16639447E-04  1.51013269E-04
2.41152306E-01  5.37332892E-04  1.52810209E-04
2.42357465E-01  5.59242070E-04  1.54303014E-04
2.43562624E-01  5.43060899E-04  1.51957723E-04
2.44767783E-01  5.99658489E-04  1.49648474E-04
2.45972941E-01  6.67993724E-04  1.48635020E-04
2.47178100E-01  5.39591908E-04  1.48026866E-04
2.48383259E-01  4.95417416E-04  1.47612800E-04
2.49588418E-01  3.82013619E-04  1.47072924E-04
2.50793577E-01  5.00141084E-04  1.46795448E-04
2.51998736E-01  4.28329408E-04  1.46138179E-04
2.53203895E-01  3.87576222E-04  1.46017654E-04
2.54409054E-01  4.11646068E-04  1.45762751E-04
2.55614213E-01  6.80255890E-04  1.45729794E-04
2.56819372E-01  4.82478738E-04  1.45200675E-04
2.58024531E-01  4.50508296E-04  1.45294867E-04
2.59229690E-01  3.71116400E-04  1.44760811E-04
2.60434849E-01  5.90606034E-04  1.44645909E-04
2.61640008E-01  4.70960140E-04  1.44597096E-04
2.62845167E-01  6.13173842E-04  1.44201855E-04
2.64050326E-01  4.36876714E-04  1.44947623E-04
2.65255485E-01  3.43775749E-04  1.48884894E-04
2.66460644E-01  5.23728132E-04  1.50399841E-04
2.67665803E-01  3.43957543E-04  1.51127600E-04
2.68870962E-01  5.68105280E-04  1.51903520E-04
2.70076120E-01  3.66668403E-04  1.52476842E-04
2.71281279E-01  3.62525880E-04  1.52982376E-04
2.72486438E-01  3.64013016E-04  1.53553986E-04
2.73691597E-01  2.69815326E-04  1.53673091E-04
2.74896756E-01  3.55684757E-04  1.54117425E-04
2.76101915E-01  4.34377789E-04  1.54384924E-04
2.77307074E-01  2.61875987E-04  1.54773868E-04
2.78512233E-01  2.60636210E-04  1.55371870E-04
2.79717392E-01  4.06140089E-04  1.55494863E-04
2.80922551E-01  6.24831021E-04  1.55560230E-04
2.82127710E-01  4.38007712E-04  1.56190852E-04
2.83332869E-01  3.60578299E-04  1.55760767E-04
2.84538028E-01  2.96230614E-04  1.55910826E-04
2.85743187E-01  2.72528827E-04  1.55440485E-04
2.86948346E-01  6.33718073E-04  1.55586540E-04
2.88153505E-01  3.12560797E-04  1.55587518E-04
2.89358664E-01  4.46754694E-04  1.56013307E-04
2.90563823E-01  9.38281417E-05  1.56235206E-04
2.91768982E-01  5.55649400E-04  1.56364043E-04
2.92974140E-01  7.72491097E-05  1.56655954E-04
2.94179299E-01  4.34277952E-04  1.56581390E-04
2.95384458E-01  2.35489011E-04  1.56799355E-04
2.96589617E-01  4.85649705E-04  1.57023291E-04
2.97794776E-01  4.70353663E-04  1.57278019E-04
2.98999935E-01  2.74412334E-04  1.57353131E-04
3.00205094E-01  1.77174807E-04  1.57525949E-04
3.01410253E-01  3.97688150E-04  1.57707371E-04
3.02615412E-01  3.15225124E-04  1.57903577E-04
3.03820571E-01  8.97124410E-05  1.57873658E-04
3.05025730E-01  3.88176739E-04  1.57707813E-04
3.06230889E-01  2.91191041E-04  1.58159400E-04
3.07436048E-01  4.23914194E-04  1.58478203E-04
3.08641207E-01  1.55657530E-04  1.58414862E-04
3.09846366E-01  2.24104524E-04  1.58617517E-04
3.11051525E-01  3.15505266E-04  1.58805575E-04
3.12256684E-01  1.94029510E-04  1.58752908E-04
3.13461843E-01  2.92184949E-04  1.58919545E-04
3.14667002E-01  4.22766805E-04  1.59292866E-04
3.15872161E-01  4.05694544E-04  1.58986065E-04
3.17077319E-01  1.55584514E-04  1.59278826E-04
3.18282478E-01  2.51601636E-04  1.59491494E-04
3.19487637E-01  4.23708558E-04  1.59598666E-04
3.20692796E-01  4.55215573E-05  1.59802078E-04
3.21897955E-01  2.97234952E-04  1.59679737E-04
3.23103114E-01  2.58447230E-04  1.59861497E-04
3.24308273E-01  2.79451907E-04  1.59969518E-04
3.25513432E-01  1.74233317E-04  1.60149962E-04
3.26718591E-01  1.84254348E-04  1.60199730E-04
3.27923750E-01  2.17820704E-04  1.60479906E-04
3.29128909E-01  1.35239959E-04  1.60065922E-04
3.30334068E-01  1.20563805E-04  1.59880472E-04
3.31539227E-01  2.02843547E-04  1.59928598E-04
3.32744386E-01  -1.14178658E-04  1.59251387E-04
3.33949545E-01  7.33822584E-05  1.59468863E-04
3.35154704E-01  2.40464509E-04  1.58813351E-04
3.36359863E-01  2.81269848E-04  1.58574595E-04
3.37565022E-01  -4.43756580E-05  1.58405374E-04
3.38770181E-01  1.51498616E-04  1.58330100E-04
3.39975339E-01  2.12356448E-05  1.58237095E-04
3.41180498E-01  -9.96470451E-05  1.58378144E-04
3.42385657E-01  6.43104315E-05  1.58411369E-04
3.43590816E-01  3.03086638E-04  1.58715597E-04
3.44795975E-01  1.25542283E-05  1.58639206E-04
3.46001134E-01  5.27620316E-05  1.58739625E-04
3.47206293E-01  2.51924992E-04  1.58823340E-04
3.48411452E-01  2.69171596E-04  1.58872840E-04
3.49616611E-01  1.27533078E-04  1.59020838E-04
3.50821770E-01  -1.42470002E-05  1.59146311E-04
3.52026929E-01  -5.47647476E-05  1.59189419E-04
3.53232088E-01  6.04838133E-05  1.59153575E-04
3.54437247E-01  1.76772475E-05  1.58594840E-04
3.55642406E-01  7.01829791E-05  1.58443919E-04
3.56847565E-01  3.50804627E-04  1.58421427E-04
3.58052724E-01  1.39543414E-04  1.57960877E-04
3.59257883E-01  7.01114535E-05  1.57814485E-04
3.60463042E-01  2.16619670E-04  1.58190553E-04
3.61668201E-01  8.48218799E-05  1.57664542E-04
3.62873360E-01  2.51050293E-04  1.58219924E-04
3.64078518E-01  1.44888461E-04  1.58042111E-04
3.65283677E-01  -2.09063292E-05  1.58352661E-04
3.66488836E-01  -1.49519742E-04  1.59731309E-04
3.67693995E-01  1.95734203E-04  1.66321488E-04
3.68899154E-01  1.86797976E-04  1.71179138E-04
3.70104313E-01  -1.71671808E-04  1.75180950E-04
3.71309472E-01  -1.69664621E-05  1.78443489E-04
3.72514631E-01  3.15453112E-04  1.81767333E-04
3.73719790E-01  -9.09641385E-05  1.84792152E-04
3.74924949E-01  2.04718113E-04  1.87699031E-04
3.76130108E-01  4.63724136E-05  1.84578239E-04
3.77335267E-01  3.08603048E-05  1.78462069E-04
3.78540426E-01  -7.89821148E-05  1.76171598E-04
3.79745585E-01  -1.90868974E-05  1.74200756E-04
3.80950744E-01  3.04684043E-05  1.73085439E-04
3.82155903E-01  -2.83375382E-04  1.72255770E-04
3.83361062E-01  1.06899440E-04  1.71582925E-04
3.84566221E-01  -1.12175941E-05  1.70972093E-04
3.85771380E-01  1.81651115E-04  1.70411926E-04
3.86976538E-01  6.04420900E-05  1.70069537E-04
3.88181697E-01  -5.60849905E-05  1.69664854E-04
3.89386856E-01  -4.47541475E-05  1.69631431E-04
3.90592015E-01  1.00888312E-04  1.69249938E-04
3.91797174E-01  -1.67107582E-04  1.68740470E-04
3.93002333E-01  -1.77130103E-04  1.68751040E-04
3.94207492E-01  1.36339664E-04  1.68617303E-04
3.95412651E-01  7.12767243E-05  1.68366637E-04
3.96617810E-01  8.41632485E-05  1.68642472E-04
3.97822969E-01  -2.53319740E-05  1.68061047E-04
3.99028128E-01  2.34469771E-05  1.67943223E-04
4.00233287E-01  -2.42201984E-04  1.67901174E-04
4.01438446E-01  -1.85859203E-04  1.67806924E-04
4.02643605E-01  1.12545490E-04  1.67898438E-04
4.03848764E-01  -5.24222851E-06  1.67724234E-04
4.05053923E-01  -1.85309350E-04  1.67389621E-04
4.06259082E-01  -5.07622957E-05  1.67477038E-04
4.07464241E-01  -3.16685438E-04  1.67525117E-04
4.08669400E-01  -1.70539320E-04  1.67510333E-04
4.09874559E-01  -1.92758441E-04  1.67152530E-04
4.11079717E-01  -6.44460320E-05  1.67485140E-04
4.12284876E-01  -1.26968324E-04  1.67286966E-04
4.13490035E-01  -2.36308575E-04  1.67093007E-04
4.14695194E-01  2.44602561E-05  1.67289213E-04
4.15900353E-01  1.64940953E-04  1.67151587E-04
4.17105512E-01  3.44336033E-05  1.67110248E-04
4.18310671E-01  -1.24396384E-04  1.67307642E-04
4.19515830E-01  -8.60512257E-05  1.67055544E-04
4.20720989E-01  -2.91988254E-04  1.67260843E-04
4.21926148E-01  -2.47961283E-04  1.67069410E-04
4.23131307E-01  -3.76021862E-04  1.66923087E-04
4.24336466E-01  -1.88750029E-04  1.67173601E-04
4.25541625E-01  -2.51869857E-04  1.67104171E-04
4.26746784E-01  -6.91279769E-05  1.67183729E-04
4.27951943E-01  7.87079334E-05  1.66946521E-04
4.29157102E-01  -4.34325635E-04  1.66968582E-04
4.30362261E-01  -1.29491091E-05  1.67074637E-04
4.31567420E-01  -3.65500152E-04  1.67151075E-04
4.32772579E-01  -1.59096718E-04  1.67209445E-04
4.33977738E-01  -7.46563077E-05  1.66807033E-04
4.35182896E-01  1.65154040E-04  1.67084369E-04
4.36388055E-01  1.22463703E-04  1.66973332E-04
4.37593214E-01  -2.55632401E-04  1.66107842E-04
4.38798373E-01  -3.75567377E-04  1.65561761E-04
4.40003532E-01  -1.01752579E-04  1.65453111E-04
4.41208691E-01  1.13293529E-05  1.64889265E-04
4.42413850E-01  -8.44076276E-05  1.64603232E-04


### HEADER:
#
#    "calibration_params": {
#        "Beam_Center_X": 1093.0,
#        "Beam_Center_Y": 2069.0,
#        "Detector Tilt": 0.0,
#        "Detector Tilt Plane Rotation": 0.0,
#        "Detector_X_Pixel_Size": 75.0,
#        "Detector_Y_Pixel_Size": 75.0,
#        "Integration Method": "nosplit_csr",
#        "Radial_Average_Method": "pyFAI",
#        "Sample-to-detector distance (mm)": 1781.0,
#        "Wavelength (A)": 1.0937797326179362
#    },
#    "config_file": "D:\\Pollack_02_02_24\\SAXS_02_02_24.cfg",
#    "counters": {
#        "I1": "0",
#        "I2": "0",
#        "I3": "0",
#        "Seconds": "1"
#    },
#    "filename": "R_S_rU30+PR30, 250uM, 150mM Na, 5min.dat",
#    "history": {
#        "linear_binning": {
#            "final_points": 362,
#            "initial_file": [
#                "S_rU30+PR30, 250uM, 150mM Na, 5min",
#                {
#                    "subtraction": {
#                        "initial_file": [
#                            "rU30+PR30, 250uM, 150mM Na, 5min",
#                            {
#                                "averaged_files": [
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000100_00100.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000001_00001.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000002_00002.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000003_00003.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000004_00004.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000005_00005.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000006_00006.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000007_00007.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000008_00008.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000009_00009.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000010_00010.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000011_00011.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000012_00012.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000013_00013.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000014_00014.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000015_00015.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000016_00016.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000017_00017.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000018_00018.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000019_00019.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000020_00020.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000021_00021.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000022_00022.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000023_00023.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000024_00024.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000025_00025.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000026_00026.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000027_00027.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000028_00028.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000030_00030.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000031_00031.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000032_00032.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000033_00033.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000034_00034.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000035_00035.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000036_00036.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000037_00037.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000038_00038.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000039_00039.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000040_00040.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000041_00041.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000042_00042.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000043_00043.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000044_00044.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000045_00045.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000046_00046.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000047_00047.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000048_00048.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000049_00049.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000050_00050.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000051_00051.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000052_00052.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000053_00053.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000054_00054.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000055_00055.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000056_00056.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000058_00058.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000059_00059.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000060_00060.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000061_00061.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000062_00062.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000063_00063.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000064_00064.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000065_00065.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000066_00066.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000067_00067.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000068_00068.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000069_00069.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000070_00070.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000071_00071.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000072_00072.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000073_00073.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000074_00074.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000075_00075.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000076_00076.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000077_00077.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000078_00078.h5"
#                                    ],
#                                    [
#                                        "RNAPR30_MPsucrose_41_data_000079_00079.h5"
#                                    ],
#                                    [
